group_name,app_name,platform,country,language,create_datediff,orders
base,tv,android,D,i,>90day,266
this,ms,ios,s,s,>90day,265
base,tv,ios,K,n,31-90day,265
base,ms,android,T,n,0day,265
this,md,android,Y,n,31-90day,265
this,ms,ios,U,n,8-30day,264
this,ms,android,s,r,>90day,264
base,tv,android,E,r,8-30day,263
base,tv,android,R,o,1-7day,263
this,ms,ios,s,u,0day,262
this,ms,ios,K,r,31-90day,261
base,ms,android,T,r,>90day,261
base,si,android,N,o,>90day,261
base,tv,android,N,e,0day,261
base,ms,android,S,a,1-7day,261
base,ms,android,R,u,31-90day,260
this,ems,android,H,n,1-7day,260
this,ems,android,W,n,>90day,260
base,tv,android,S,n,31-90day,260
this,ms,ios,P,t,>90day,258
this,ems,ios,N,i,0day,258
base,ms,android,s,r,>90day,258
base,tv,android,N,a,0day,258
base,ms,ios,s,h,1-7day,257
base,tv,android,Y,s,0day,257
this,ms,ios,N,n,31-90day,256
base,ems,android,H,n,1-7day,256
this,tv,android,P,a,8-30day,256
base,ems,android,Y,n,>90day,255
base,ems,android,N,i,1-7day,255
base,tv,android,W,h,1-7day,255
this,ms,android,K,a,0day,255
this,tv,ios,T,n,>90day,254
base,tv,ios,W,h,31-90day,254
base,ms,ios,N,a,1-7day,254
base,ms,android,N,y,8-30day,254
this,ms,android,s,r,>90day,254
this,ms,android,E,h,0day,254
base,tv,ios,T,n,>90day,253
this,ms,android,N,y,1-7day,253
this,tv,android,N,u,31-90day,253
base,ms,android,R,s,1-7day,253
this,ms,android,s,s,1-7day,253
this,tv,android,D,n,1-7day,253
base,ms,android,E,n,1-7day,253
base,ms,android,S,u,1-7day,252
base,ems,android,W,n,>90day,252
base,ms,android,N,m,31-90day,252
base,ms,android,E,a,0day,252
this,ms,ios,K,r,0day,251
this,ms,ios,N,a,8-30day,251
this,ms,android,D,s,1-7day,251
base,ems,android,O,s,31-90day,251
base,ems,android,E,r,1-7day,251
this,si,android,N,r,>90day,251
base,ms,android,E,r,31-90day,251
base,md,android,K,n,8-30day,251
base,md,android,N,n,>90day,251
this,ms,android,s,n,31-90day,251
this,ms,android,W,h,>90day,251
this,ms,android,s,g,>90day,251
this,ms,ios,E,r,31-90day,250
base,ms,android,S,n,>90day,250
base,ms,ios,P,n,31-90day,249
base,ms,ios,N,n,31-90day,249
base,tv,android,R,o,8-30day,249
base,tv,android,N,n,0day,249
base,md,android,K,n,31-90day,249
base,ms,ios,N,a,8-30day,248
base,ms,android,s,o,31-90day,248
this,si,android,N,n,8-30day,247
base,ems,android,S,n,8-30day,247
this,ems,android,K,n,8-30day,247
base,tv,android,R,n,>90day,247
base,ems,android,s,h,8-30day,247
base,ms,android,R,a,8-30day,247
this,ms,ios,P,i,1-7day,246
this,ms,android,N,n,>90day,246
base,ms,android,s,g,>90day,246
this,tv,android,N,e,0day,246
base,tv,ios,E,n,8-30day,245
this,tv,android,S,s,1-7day,245
this,tv,android,N,r,>90day,244
base,ms,android,R,r,31-90day,244
this,ems,android,Y,n,>90day,244
this,tv,android,U,r,31-90day,243
base,ms,android,E,r,31-90day,243
base,tv,ios,N,t,>90day,242
base,ms,ios,D,n,1-7day,242
this,ms,ios,E,i,8-30day,242
this,tv,android,S,s,1-7day,242
base,md,android,D,n,0day,242
this,ms,android,R,n,>90day,242
base,tv,android,E,i,1-7day,242
this,ms,android,S,u,1-7day,241
this,ms,android,R,u,31-90day,241
this,tv,android,Y,s,0day,241
base,ms,android,S,i,31-90day,241
base,ems,android,K,r,>90day,240
base,ms,android,H,i,>90day,240
this,ms,android,E,s,>90day,239
this,ms,android,N,r,>90day,239
base,ms,android,s,o,0day,239
base,ems,android,E,n,1-7day,239
base,ms,android,P,n,8-30day,239
base,tv,android,S,i,>90day,239
this,ms,ios,D,n,0day,238
base,tv,ios,H,h,31-90day,238
this,ms,android,s,n,8-30day,238
base,ms,ios,E,r,>90day,237
this,tv,ios,K,n,31-90day,237
base,md,android,Y,n,31-90day,237
this,tv,ios,E,r,>90day,236
this,tv,ios,N,a,>90day,236
this,tv,android,s,r,31-90day,236
base,ms,android,S,n,0day,236
this,ems,android,N,i,1-7day,236
this,ms,android,S,a,>90day,236
base,tv,android,K,a,>90day,236
this,ms,ios,S,r,31-90day,235
this,ms,android,s,o,8-30day,235
base,ms,android,U,o,31-90day,235
this,tv,android,O,n,>90day,235
base,md,android,D,n,31-90day,235
base,ms,android,S,k,>90day,235
this,tv,android,D,i,31-90day,235
base,ms,ios,K,r,0day,234
base,ms,android,s,y,1-7day,234
this,ms,android,s,s,31-90day,234
this,ms,android,S,r,>90day,234
this,ms,android,S,n,>90day,234
this,tv,android,E,i,8-30day,234
base,tv,ios,G,n,31-90day,233
base,ms,android,R,u,1-7day,233
base,ems,android,H,m,31-90day,233
base,tv,android,H,l,>90day,233
base,tv,android,E,i,31-90day,233
this,md,android,E,d,>90day,233
base,tv,android,N,r,>90day,232
base,ms,android,S,r,>90day,232
this,tv,android,E,i,31-90day,232
base,tv,android,D,i,31-90day,232
this,ms,android,S,i,31-90day,232
this,ms,android,R,a,31-90day,232
base,ms,ios,s,s,>90day,231
this,ms,android,N,m,31-90day,231
base,ms,android,S,a,>90day,231
this,ms,android,s,o,31-90day,230
this,tv,android,N,a,0day,230
this,ms,ios,P,i,8-30day,229
base,ms,android,W,h,>90day,229
base,ms,android,E,s,>90day,228
base,ms,android,D,r,0day,228
base,ms,android,N,r,>90day,228
base,ms,android,N,n,>90day,228
this,ms,android,S,k,>90day,228
base,ms,android,U,k,31-90day,228
this,ms,android,E,a,>90day,228
base,ms,android,R,a,31-90day,228
this,tv,android,H,y,31-90day,227
this,tv,android,N,n,0day,227
base,tv,android,U,n,8-30day,227
base,ms,ios,s,r,>90day,226
this,ems,android,H,y,31-90day,226
this,tv,android,R,n,>90day,226
this,ms,android,D,r,1-7day,225
this,ms,android,R,r,31-90day,225
this,tv,android,D,i,>90day,225
base,ms,android,H,h,>90day,225
this,ms,android,S,e,1-7day,225
base,ms,android,S,u,8-30day,224
this,ms,android,S,t,31-90day,224
this,tv,android,S,r,>90day,224
this,ems,android,S,n,8-30day,224
base,ms,android,Y,i,>90day,224
this,tv,android,P,a,0day,224
this,ms,ios,s,r,8-30day,223
base,tv,ios,R,r,8-30day,223
this,ms,android,R,t,>90day,223
this,ms,android,D,r,>90day,223
this,ms,android,R,r,>90day,223
base,ms,android,R,n,>90day,223
this,ms,android,K,i,0day,223
this,ms,android,X,i,31-90day,223
base,ms,android,D,d,>90day,223
this,ms,android,E,b,>90day,223
this,ms,ios,S,h,>90day,222
base,tv,android,E,n,>90day,222
this,si,android,N,i,0day,222
base,ms,ios,R,n,31-90day,221
this,ms,ios,N,n,31-90day,221
this,tv,android,N,s,31-90day,221
this,ms,android,H,i,>90day,221
this,ms,ios,N,r,>90day,220
this,ms,ios,E,r,>90day,220
base,tv,ios,S,i,>90day,220
this,tv,android,S,i,>90day,220
base,ms,android,S,a,31-90day,220
this,ms,ios,s,r,>90day,219
this,ms,ios,E,d,>90day,219
this,ms,android,Y,y,1-7day,219
this,ms,android,K,r,8-30day,219
this,ms,android,s,o,1-7day,219
this,tv,android,R,n,>90day,219
base,ms,ios,E,i,1-7day,218
base,ms,android,T,r,>90day,218
base,tv,android,N,o,8-30day,218
base,tv,android,S,t,>90day,217
base,tv,android,S,s,0day,217
base,tv,android,R,n,>90day,217
base,ms,android,K,i,0day,217
this,ms,ios,s,u,1-7day,216
this,ems,android,O,s,>90day,216
base,tv,android,s,r,31-90day,216
this,ms,android,S,a,31-90day,216
base,tv,ios,E,r,>90day,215
this,ms,ios,N,a,1-7day,215
base,ms,android,X,t,>90day,215
this,tv,android,N,o,8-30day,215
this,ms,android,D,h,0day,215
this,tv,android,E,e,8-30day,215
base,ms,ios,H,n,31-90day,214
base,ms,ios,N,e,0day,214
this,si,android,N,o,>90day,214
base,ms,android,s,o,8-30day,213
this,tv,android,s,n,0day,213
this,ems,android,E,n,1-7day,213
base,ms,ios,N,r,>90day,212
base,tv,android,R,s,>90day,212
this,md,android,K,n,31-90day,212
base,ms,android,N,m,8-30day,212
base,ms,ios,N,t,>90day,211
this,ms,ios,s,r,0day,211
base,ms,ios,s,r,31-90day,211
this,tv,ios,H,n,1-7day,211
this,ms,android,s,s,1-7day,211
this,ms,android,T,r,>90day,211
base,ms,android,E,r,31-90day,211
this,ms,android,S,n,1-7day,211
base,ms,android,W,i,31-90day,211
base,ms,ios,E,n,0day,210
base,ms,ios,U,n,8-30day,210
this,ms,ios,N,l,0day,210
base,tv,android,W,n,1-7day,210
this,ems,android,s,n,31-90day,210
base,ms,android,s,l,>90day,210
this,md,android,N,i,1-7day,210
this,ms,android,H,h,>90day,210
base,ms,ios,s,r,8-30day,209
this,ms,android,E,v,31-90day,209
this,ms,android,D,r,1-7day,209
base,ms,android,R,r,>90day,209
base,ems,android,D,n,0day,209
this,tv,android,E,n,>90day,209
base,ms,android,S,a,8-30day,209
base,ms,ios,E,r,8-30day,208
this,tv,ios,N,n,0day,208
this,tv,ios,S,i,>90day,208
base,tv,ios,N,a,>90day,208
base,ms,android,H,o,>90day,208
base,ms,android,K,n,8-30day,208
this,ms,android,E,n,31-90day,208
base,ms,android,E,a,>90day,208
this,tv,ios,D,n,>90day,207
this,tv,android,Y,y,>90day,207
base,ms,android,s,s,31-90day,207
this,ms,android,R,n,1-7day,207
base,ms,android,s,n,31-90day,207
base,tv,android,E,d,1-7day,207
base,ms,android,S,a,31-90day,207
base,ms,ios,s,r,0day,206
this,ms,ios,S,r,31-90day,206
this,ms,ios,R,n,0day,206
this,ms,android,S,u,8-30day,206
this,ms,android,X,t,>90day,206
this,ems,android,H,n,8-30day,206
this,ms,android,Y,i,>90day,206
this,ms,ios,s,r,31-90day,205
base,tv,ios,W,n,>90day,205
base,tv,android,S,r,>90day,205
base,ms,android,s,l,31-90day,205
base,ms,ios,U,n,0day,204
this,tv,ios,E,n,1-7day,204
this,ms,ios,P,i,0day,204
this,ms,ios,S,i,31-90day,204
this,tv,android,S,t,>90day,204
this,ems,android,D,n,0day,204
this,ms,android,R,n,8-30day,204
base,ms,android,X,i,31-90day,204
this,tv,android,K,a,>90day,204
base,ms,ios,S,t,>90day,203
base,ms,ios,E,i,0day,203
base,ms,android,s,u,31-90day,203
this,tv,android,D,r,>90day,203
this,md,android,Y,n,31-90day,203
this,ms,ios,R,n,31-90day,202
this,tv,ios,W,h,31-90day,202
base,ms,android,U,t,>90day,202
this,ms,android,S,e,0day,202
this,ms,android,D,d,>90day,202
base,tv,android,N,r,1-7day,201
this,ms,android,K,n,8-30day,201
this,sd,android,N,n,31-90day,201
base,tv,android,T,n,31-90day,201
base,ms,ios,D,n,0day,200
this,ms,ios,S,h,0day,200
this,ms,ios,Y,h,8-30day,200
base,ms,ios,S,h,>90day,200
this,tv,ios,H,h,31-90day,200
this,ms,android,E,r,>90day,200
this,md,android,E,r,>90day,200
this,ms,android,s,k,>90day,200
base,ms,android,s,n,1-7day,199
base,ems,android,s,n,31-90day,199
this,tv,android,S,n,31-90day,199
base,ms,android,E,h,>90day,199
base,ems,android,N,a,31-90day,199
this,ms,ios,P,n,1-7day,198
base,tv,ios,D,n,>90day,198
base,ms,android,R,u,8-30day,198
base,ms,android,N,h,0day,198
this,si,android,N,d,8-30day,198
base,tv,ios,R,t,31-90day,197
base,ms,android,s,n,8-30day,197
base,tv,android,E,i,0day,197
this,ms,ios,P,n,0day,196
base,ms,android,D,r,>90day,196
this,tv,android,N,n,0day,196
this,tv,ios,S,r,>90day,195
base,ms,ios,U,n,1-7day,195
this,ms,ios,R,n,1-7day,195
this,tv,ios,Y,n,31-90day,195
base,tv,ios,N,i,0day,195
base,ms,android,R,u,0day,195
base,ms,android,s,t,31-90day,195
base,ms,android,E,r,>90day,195
this,tv,android,R,o,1-7day,195
base,ms,android,s,h,>90day,195
this,tv,ios,U,u,1-7day,194
this,ms,ios,E,n,8-30day,194
this,tv,android,s,y,>90day,194
this,tv,android,S,u,>90day,194
base,ms,android,s,s,1-7day,194
base,ms,android,X,n,1-7day,194
base,ms,android,H,l,>90day,194
this,ms,android,s,i,>90day,194
this,ms,android,E,h,>90day,194
base,ms,android,S,e,8-30day,194
base,ms,ios,S,u,0day,193
this,ms,android,U,t,>90day,193
this,md,android,D,n,0day,193
base,ms,android,R,n,1-7day,193
this,ms,android,P,n,>90day,193
this,tv,android,H,l,>90day,193
base,ms,android,E,u,8-30day,192
base,si,android,N,n,1-7day,192
base,ms,android,O,n,8-30day,192
base,tv,android,D,d,1-7day,192
this,ms,android,S,a,8-30day,192
base,tv,ios,N,n,0day,191
this,ms,ios,R,n,8-30day,191
this,tv,ios,N,i,31-90day,191
base,ems,android,H,y,8-30day,191
base,ms,android,R,r,>90day,191
this,ms,android,N,h,0day,191
base,ms,android,R,t,>90day,190
this,tv,android,R,s,>90day,190
base,ems,android,E,r,0day,190
this,tv,android,W,n,1-7day,190
this,ms,android,s,y,1-7day,189
this,ems,android,O,s,31-90day,189
this,ms,android,H,o,>90day,189
base,tv,android,Y,n,0day,189
this,ms,ios,E,i,1-7day,188
base,tv,android,D,r,>90day,188
base,ms,android,s,k,>90day,188
base,ms,android,D,h,0day,188
this,ems,ios,H,n,31-90day,187
base,tv,ios,D,n,31-90day,187
base,ms,android,U,y,>90day,187
base,ms,android,S,u,0day,187
this,tv,android,P,a,1-7day,187
base,ms,android,P,n,>90day,186
this,ms,android,S,e,8-30day,186
this,tv,android,N,a,31-90day,186
this,ms,android,s,s,8-30day,185
this,ms,ios,s,r,1-7day,184
this,tv,ios,D,n,31-90day,184
this,ms,android,s,h,>90day,184
base,tv,ios,R,r,31-90day,183
this,ms,android,S,u,0day,183
base,md,android,Y,s,>90day,183
base,ms,android,D,r,0day,183
this,ems,android,D,n,8-30day,183
base,ms,android,E,l,31-90day,183
base,ms,android,H,i,>90day,183
this,ms,ios,N,t,>90day,182
base,ms,ios,D,n,8-30day,182
this,ms,android,E,r,31-90day,182
base,tv,android,P,a,1-7day,182
base,ms,ios,N,l,0day,181
this,ms,ios,N,e,0day,181
base,ms,android,Y,y,0day,181
this,tv,android,E,r,1-7day,181
this,ms,android,E,l,31-90day,181
this,ms,android,E,i,>90day,181
base,ms,android,s,h,31-90day,181
this,tv,android,U,z,1-7day,180
base,ms,android,E,v,31-90day,180
this,ms,android,T,s,31-90day,180
this,tv,android,s,r,8-30day,180
base,ms,android,S,r,>90day,180
this,ms,android,H,i,>90day,180
this,tv,ios,N,i,8-30day,179
base,tv,android,S,s,0day,179
base,ms,android,s,s,0day,179
base,tv,android,s,s,>90day,179
this,tv,android,H,n,8-30day,179
this,ms,android,N,m,8-30day,179
base,ms,android,E,i,>90day,179
this,ms,android,S,a,31-90day,179
base,md,android,s,n,>90day,178
this,tv,ios,W,n,>90day,177
base,tv,android,Y,y,>90day,177
base,ms,android,S,t,1-7day,177
this,ms,android,S,r,>90day,177
base,ms,android,S,i,8-30day,177
base,md,android,N,i,31-90day,177
this,ms,android,S,a,1-7day,177
base,tv,ios,S,r,>90day,176
this,ms,ios,E,i,0day,176
base,ms,ios,S,h,31-90day,176
base,ms,android,E,v,1-7day,176
base,ms,android,K,r,8-30day,176
this,ms,ios,H,n,31-90day,175
base,ms,android,R,t,31-90day,175
base,ms,android,D,s,>90day,175
base,si,android,N,d,1-7day,175
base,ms,ios,E,d,>90day,174
base,tv,android,U,z,0day,174
base,ms,android,S,u,>90day,174
base,ms,android,R,n,0day,174
base,tv,android,R,l,>90day,174
this,ms,android,H,l,>90day,174
this,ems,android,N,a,>90day,174
this,ems,android,N,a,31-90day,174
this,tv,ios,D,n,8-30day,173
base,ms,ios,E,e,>90day,173
base,tv,android,R,i,>90day,173
this,ms,ios,S,u,8-30day,172
base,ms,ios,P,n,8-30day,172
this,tv,ios,G,n,31-90day,172
base,ms,android,E,v,8-30day,172
base,tv,android,S,u,>90day,172
this,tv,android,s,s,>90day,172
base,md,android,E,r,>90day,172
this,ms,android,R,n,0day,172
this,ms,android,E,n,>90day,172
this,ms,android,S,a,0day,172
base,ems,android,N,a,>90day,172
this,tv,ios,R,t,8-30day,171
this,ms,ios,D,n,0day,171
this,ms,android,s,t,31-90day,171
this,tv,android,s,r,1-7day,171
this,ms,android,E,r,8-30day,171
this,ms,android,Y,r,>90day,171
base,ms,android,E,n,0day,171
this,md,android,D,n,31-90day,171
base,ms,android,s,i,>90day,171
base,tv,ios,T,t,31-90day,170
base,ms,ios,E,n,31-90day,170
base,ms,ios,S,i,31-90day,170
this,ms,android,s,u,31-90day,170
this,ms,android,D,s,>90day,170
base,ems,android,N,n,8-30day,170
this,ms,android,R,l,31-90day,170
this,ms,android,N,h,>90day,170
this,ms,android,N,d,0day,170
base,tv,android,N,a,31-90day,170
base,ms,ios,S,i,8-30day,169
this,ms,android,R,s,0day,169
base,ms,android,S,n,1-7day,169
base,ms,android,K,n,1-7day,169
this,ms,android,s,l,31-90day,169
this,ms,android,W,i,31-90day,169
this,ms,android,R,h,>90day,169
base,ms,ios,K,r,8-30day,168
this,ms,ios,S,h,1-7day,168
this,ms,android,R,r,>90day,168
this,tv,android,s,r,31-90day,168
this,ms,android,s,l,1-7day,168
base,ms,ios,s,s,0day,167
base,ms,android,s,t,8-30day,167
this,tv,android,D,r,>90day,167
base,ms,android,E,r,31-90day,167
this,tv,android,R,o,0day,167
this,ms,android,R,n,0day,167
this,ms,android,K,j,8-30day,167
base,tv,android,E,i,8-30day,167
this,tv,android,W,h,0day,167
base,ms,android,S,a,0day,167
base,ms,ios,s,r,1-7day,166
this,ms,ios,R,i,>90day,166
base,ms,ios,S,h,0day,166
this,ms,android,s,t,1-7day,166
base,tv,android,N,s,31-90day,166
this,ms,android,D,r,0day,166
base,tv,android,D,n,0day,166
base,tv,android,N,n,>90day,166
base,ems,android,N,e,8-30day,166
base,tv,android,K,d,>90day,166
this,ms,ios,E,u,>90day,165
this,ms,ios,S,t,>90day,165
base,tv,ios,K,n,8-30day,165
this,ms,android,U,y,>90day,165
this,ems,android,U,u,1-7day,165
this,tv,android,s,u,>90day,165
base,tv,android,N,a,8-30day,165
this,ms,ios,N,u,>90day,164
this,tv,ios,R,t,31-90day,164
base,ms,ios,S,e,31-90day,164
this,ms,android,D,r,0day,164
base,ms,android,R,r,8-30day,164
base,ms,android,P,n,1-7day,164
base,tv,android,E,e,1-7day,164
this,tv,android,E,e,8-30day,164
base,tv,android,P,a,0day,164
this,tv,ios,N,t,>90day,163
this,tv,ios,G,n,1-7day,163
this,ms,ios,E,e,>90day,163
base,tv,android,s,y,>90day,163
base,tv,android,s,r,8-30day,163
this,ms,android,s,n,1-7day,163
base,ms,ios,N,r,>90day,162
base,ms,ios,S,r,31-90day,162
base,ms,ios,N,n,8-30day,162
base,ms,ios,Y,i,>90day,162
this,tv,android,E,r,>90day,162
base,tv,android,s,r,31-90day,162
this,tv,android,U,n,8-30day,162
base,ems,android,s,n,>90day,162
this,ems,android,W,n,>90day,162
base,tv,android,W,h,0day,162
this,ms,ios,s,r,8-30day,161
base,ms,ios,P,n,0day,161
base,ms,ios,R,i,>90day,161
base,ms,android,s,y,0day,161
this,ms,android,S,u,>90day,161
this,ms,android,S,n,1-7day,161
this,md,android,N,n,>90day,161
base,ms,android,N,m,0day,161
this,tv,android,Y,h,>90day,161
base,ms,ios,E,r,>90day,160
this,tv,ios,K,n,8-30day,160
this,tv,ios,H,h,8-30day,160
this,ms,android,S,t,8-30day,160
base,ms,android,E,n,8-30day,160
base,ms,android,R,l,31-90day,160
base,ms,ios,D,n,0day,159
this,ms,ios,E,n,>90day,159
base,ms,android,S,t,31-90day,159
base,ms,android,s,s,0day,159
base,ms,android,s,s,8-30day,159
this,ms,android,s,o,0day,159
this,ms,android,S,n,0day,159
this,ms,android,E,n,0day,159
this,md,android,S,n,8-30day,159
this,ems,android,s,n,>90day,159
base,ms,android,E,n,>90day,159
base,ms,android,R,n,31-90day,159
this,ms,android,s,h,31-90day,159
base,si,android,N,d,0day,159
base,ms,android,R,a,1-7day,159
this,tv,android,S,s,0day,158
base,ms,android,T,s,31-90day,158
base,ms,android,S,r,31-90day,158
this,tv,android,R,n,>90day,158
base,ms,android,R,h,>90day,158
base,tv,android,E,e,0day,158
base,tv,ios,X,s,31-90day,157
base,ms,ios,s,r,1-7day,157
base,ms,ios,P,n,1-7day,157
this,ems,android,R,t,>90day,157
base,ms,android,E,n,0day,157
this,ms,android,O,n,1-7day,157
this,ems,android,N,n,>90day,157
this,ms,android,E,v,1-7day,156
this,tv,android,E,e,1-7day,156
this,ms,ios,R,r,>90day,155
base,ms,ios,N,n,1-7day,155
base,tv,android,E,r,>90day,155
this,ms,android,P,n,1-7day,155
base,ms,android,Y,n,31-90day,155
base,ms,ios,S,u,31-90day,154
this,ms,ios,E,r,>90day,154
this,ms,ios,E,n,31-90day,154
this,ms,ios,N,a,0day,154
this,ms,android,E,v,8-30day,154
this,ms,android,U,k,31-90day,154
base,ms,android,U,i,>90day,154
base,ms,ios,s,s,1-7day,153
base,ms,ios,R,n,1-7day,153
base,ems,ios,S,h,8-30day,153
base,ems,android,R,t,>90day,153
base,ems,android,O,s,>90day,153
base,ms,android,N,m,1-7day,153
this,tv,android,R,l,>90day,153
this,tv,android,R,i,>90day,153
this,tv,android,E,d,1-7day,153
base,ms,android,R,s,0day,152
base,tv,android,N,r,1-7day,152
base,ms,android,Y,r,>90day,152
base,ms,ios,S,r,8-30day,151
base,tv,android,N,y,>90day,151
base,ems,android,K,r,31-90day,151
base,ms,android,s,n,0day,151
this,si,android,N,a,31-90day,151
this,ms,ios,Y,i,>90day,150
base,tv,ios,W,i,>90day,150
this,ms,android,s,t,8-30day,150
base,tv,android,S,r,0day,150
this,ems,android,R,r,0day,150
base,ms,android,E,r,>90day,150
this,ms,android,Y,i,8-30day,150
base,tv,ios,U,u,1-7day,149
base,ms,ios,N,u,>90day,149
this,ms,ios,S,t,>90day,149
base,si,android,N,u,>90day,149
base,tv,android,N,s,8-30day,149
base,tv,android,N,r,0day,149
base,md,android,E,n,31-90day,149
this,ms,android,R,i,8-30day,149
base,tv,android,Y,h,>90day,149
base,si,android,N,a,31-90day,149
this,ms,ios,N,n,8-30day,148
this,ms,ios,s,r,1-7day,147
base,ems,android,H,n,0day,147
base,md,android,N,n,>90day,147
base,ems,android,N,n,>90day,147
this,ms,android,s,l,0day,147
this,tv,ios,Y,n,8-30day,146
this,tv,android,R,r,0day,146
this,tv,android,N,r,1-7day,146
this,tv,android,X,n,8-30day,146
base,tv,android,H,n,8-30day,146
this,tv,android,P,n,31-90day,146
this,tv,ios,W,h,8-30day,145
base,ms,android,E,r,8-30day,145
base,tv,android,D,r,>90day,145
this,si,android,N,n,1-7day,145
this,tv,android,W,n,1-7day,145
this,ms,android,Y,h,31-90day,145
base,si,android,N,a,>90day,145
this,tv,ios,R,r,1-7day,144
this,ms,android,E,u,8-30day,144
this,tv,android,N,n,>90day,144
base,md,android,Y,n,31-90day,144
base,ms,ios,E,u,>90day,143
base,ms,ios,R,r,>90day,143
this,ms,ios,U,r,31-90day,143
this,tv,ios,P,a,31-90day,143
base,tv,ios,P,a,31-90day,143
this,tv,android,N,u,8-30day,143
this,tv,android,E,t,>90day,143
this,ems,android,H,o,1-7day,143
base,sd,android,N,n,31-90day,143
base,tv,android,U,k,>90day,143
this,ms,android,U,i,>90day,143
this,si,android,N,d,1-7day,143
base,tv,ios,N,r,>90day,142
base,ms,ios,R,n,0day,142
base,ms,ios,H,n,8-30day,142
base,ms,ios,s,i,>90day,142
base,tv,android,s,u,>90day,142
this,ms,android,s,s,0day,142
this,md,android,D,n,31-90day,142
base,tv,android,P,n,31-90day,142
base,si,android,N,j,>90day,142
base,ms,android,R,a,0day,142
base,ms,ios,S,t,>90day,141
this,tv,ios,R,r,31-90day,141
base,ms,ios,R,n,8-30day,141
base,ms,ios,N,a,0day,141
base,ms,android,s,u,31-90day,141
base,ems,android,s,n,8-30day,141
this,tv,ios,R,t,1-7day,140
this,ms,ios,s,s,8-30day,140
this,tv,ios,N,r,>90day,140
this,tv,ios,W,i,>90day,140
base,ms,ios,N,a,1-7day,140
this,ms,android,s,y,0day,140
base,ems,android,R,r,0day,140
base,tv,android,s,r,1-7day,140
base,ms,android,K,r,1-7day,140
base,si,android,N,n,0day,140
base,ms,android,O,n,1-7day,140
base,tv,android,N,n,31-90day,140
this,ems,android,H,m,31-90day,140
base,ms,android,K,j,8-30day,140
this,ms,android,W,i,8-30day,140
this,tv,android,D,d,1-7day,140
this,tv,ios,G,n,8-30day,139
base,tv,android,Y,n,0day,139
this,tv,android,S,n,8-30day,139
base,ms,android,S,i,1-7day,139
base,ms,ios,E,n,>90day,138
base,tv,ios,D,n,31-90day,138
this,ms,ios,W,i,1-7day,138
this,ms,ios,D,i,>90day,138
this,tv,android,S,s,0day,138
this,ms,android,S,s,>90day,138
this,ms,android,E,r,1-7day,138
this,ms,android,S,r,>90day,138
this,ms,android,R,r,31-90day,138
this,ems,android,K,n,1-7day,138
base,tv,android,R,n,>90day,138
this,ms,android,Y,i,31-90day,138
this,ms,ios,S,u,31-90day,137
base,ms,ios,S,t,0day,137
base,ms,ios,E,i,31-90day,137
this,ms,android,S,t,31-90day,137
base,ms,android,K,r,8-30day,137
this,tv,android,N,o,1-7day,137
base,tv,android,U,n,1-7day,137
base,ms,android,E,n,1-7day,137
base,ems,android,N,n,31-90day,137
this,ms,android,s,h,0day,137
base,ms,android,H,h,0day,137
base,ms,android,Y,h,31-90day,137
this,tv,ios,R,n,>90day,136
base,ms,ios,E,n,31-90day,136
this,ms,ios,s,i,8-30day,136
this,ms,android,E,u,1-7day,136
base,ms,android,O,r,8-30day,136
base,ms,android,U,r,31-90day,136
this,ms,android,X,n,0day,136
this,ms,android,s,l,>90day,136
base,ms,android,U,a,1-7day,136
this,ms,android,U,a,8-30day,136
base,ms,ios,E,n,1-7day,135
this,ms,android,S,t,1-7day,135
base,ms,android,s,r,31-90day,135
this,ms,android,E,n,8-30day,135
base,tv,android,X,n,31-90day,135
base,tv,android,N,j,31-90day,135
this,tv,ios,T,t,31-90day,134
this,tv,ios,s,n,31-90day,134
base,ms,ios,P,i,0day,134
this,ms,android,Y,y,0day,134
base,tv,android,S,r,1-7day,134
base,ms,android,R,i,>90day,134
base,ms,android,U,a,8-30day,134
base,tv,ios,E,n,1-7day,133
this,ms,ios,Y,n,8-30day,133
base,ms,ios,R,n,31-90day,133
base,ms,android,E,u,1-7day,133
this,tv,android,s,r,8-30day,133
this,ms,android,N,m,1-7day,133
this,ms,android,s,l,8-30day,133
this,ms,android,s,l,>90day,133
base,tv,ios,N,s,>90day,132
base,ms,ios,S,o,>90day,132
base,ms,android,R,u,31-90day,132
base,ms,android,R,r,31-90day,132
base,tv,android,N,o,1-7day,132
this,ems,android,s,n,8-30day,132
this,tv,android,U,k,>90day,132
base,ms,android,E,h,0day,132
base,ms,android,s,h,0day,132
base,ms,ios,U,r,31-90day,131
this,tv,ios,D,n,31-90day,131
this,ms,ios,S,h,8-30day,131
this,ms,android,s,t,>90day,131
this,ms,android,R,t,31-90day,131
base,tv,android,R,r,31-90day,131
base,md,android,S,n,8-30day,131
this,ms,android,O,n,8-30day,131
base,md,android,D,n,31-90day,131
this,tv,android,E,i,1-7day,131
base,ms,android,Y,i,31-90day,131
base,tv,android,E,e,1-7day,131
this,ms,ios,S,o,>90day,130
base,ms,ios,T,n,31-90day,130
this,tv,android,U,z,0day,130
this,tv,android,E,u,>90day,130
base,ms,android,s,t,1-7day,130
this,ms,android,R,n,1-7day,130
base,ms,android,s,l,1-7day,130
base,ms,android,s,l,>90day,130
this,tv,android,E,e,1-7day,130
this,ms,ios,s,r,0day,129
