group_name,app_name,platform,country,language,create_datediff,orders
base,ms,ios,S,h,>90day,2
base,ms,ios,X,h,>90day,2
base,tv,ios,N,h,31-90day,2
this,tv,ios,P,h,31-90day,2
base,ms,ios,R,h,31-90day,2
base,ms,ios,E,e,0day,2
this,ms,ios,N,e,0day,2
this,tv,ios,R,e,0day,2
base,ms,ios,N,e,0day,2
base,ms,ios,S,e,1-7day,2
this,ms,ios,N,e,1-7day,2
this,tv,ios,S,e,1-7day,2
base,ms,ios,N,e,1-7day,2
this,ms,ios,N,e,1-7day,2
this,ms,ios,S,e,8-30day,2
base,ms,ios,s,e,8-30day,2
this,tv,ios,R,e,8-30day,2
base,ms,ios,P,e,8-30day,2
this,tv,ios,S,e,8-30day,2
this,ms,ios,H,e,8-30day,2
base,tv,ios,N,e,8-30day,2
this,ms,ios,R,e,>90day,2
base,ms,ios,O,e,>90day,2
this,ms,ios,O,e,>90day,2
this,tv,ios,H,e,>90day,2
base,ms,ios,E,e,>90day,2
base,tv,ios,N,e,>90day,2
this,ms,ios,Y,e,>90day,2
base,tv,ios,S,e,31-90day,2
this,ms,ios,E,e,31-90day,2
this,ms,ios,R,e,31-90day,2
base,ms,ios,R,e,31-90day,2
this,tv,ios,N,e,31-90day,2
this,ms,ios,P,d,0day,2
base,ms,ios,P,d,0day,2
this,tv,ios,E,d,0day,2
this,ms,ios,N,d,0day,2
base,ems,ios,E,d,0day,2
this,tv,ios,D,d,1-7day,2
base,ems,ios,E,d,1-7day,2
this,ms,ios,D,d,>90day,2
this,ms,ios,D,d,>90day,2
this,tv,ios,Y,d,>90day,2
base,ms,ios,D,d,>90day,2
base,ems,ios,E,d,31-90day,2
this,ms,ios,K,d,31-90day,2
base,ms,ios,K,d,31-90day,2
base,ms,ios,E,a,0day,2
base,ms,ios,Y,a,0day,2
this,ms,ios,R,a,0day,2
base,ms,ios,S,a,0day,2
base,tv,ios,N,a,0day,2
this,ms,ios,E,a,0day,2
base,ms,ios,R,a,1-7day,2
base,ms,ios,E,a,1-7day,2
this,ms,ios,s,a,1-7day,2
this,ms,ios,E,a,1-7day,2
this,ms,ios,H,a,8-30day,2
base,ms,ios,S,a,8-30day,2
this,ms,ios,R,a,8-30day,2
this,ms,ios,R,a,>90day,2
this,ms,ios,D,a,>90day,2
base,ms,ios,U,a,>90day,2
this,ms,ios,R,a,>90day,2
this,tv,ios,E,a,>90day,2
base,ms,ios,P,a,>90day,2
this,ms,ios,P,a,>90day,2
this,tv,ios,S,a,>90day,2
this,ms,ios,E,a,>90day,2
base,ms,ios,X,a,31-90day,2
this,ms,ios,R,a,31-90day,2
base,tv,android,E,z,0day,2
this,ms,android,Y,z,0day,2
this,tv,android,R,z,0day,2
this,ems,android,U,z,0day,2
base,ms,android,E,z,0day,2
base,tv,android,R,z,0day,2
this,ms,android,Y,z,0day,2
base,ms,android,D,z,1-7day,2
this,ms,android,H,z,1-7day,2
this,ms,android,E,z,1-7day,2
base,tv,android,R,z,1-7day,2
base,ms,android,s,z,1-7day,2
base,ms,android,N,z,8-30day,2
this,tv,android,E,z,8-30day,2
base,ms,android,D,z,8-30day,2
base,tv,android,S,z,8-30day,2
base,tv,android,s,z,8-30day,2
base,ms,android,T,z,>90day,2
this,tv,android,R,z,>90day,2
base,ms,android,X,z,>90day,2
this,ms,android,E,z,>90day,2
this,ms,android,Y,z,>90day,2
this,ms,android,W,z,>90day,2
base,ms,android,S,z,31-90day,2
base,ms,android,D,z,31-90day,2
base,ms,android,R,z,31-90day,2
base,si,android,N,y,0day,2
this,si,android,N,y,0day,2
this,ms,android,S,y,1-7day,2
this,ms,android,P,y,1-7day,2
this,ms,android,E,y,1-7day,2
base,ms,android,R,y,1-7day,2
base,ems,android,Y,y,1-7day,2
this,ems,android,S,y,1-7day,2
base,ms,android,E,y,1-7day,2
base,si,android,N,y,8-30day,2
base,ms,android,S,y,8-30day,2
this,ms,android,E,y,8-30day,2
this,ms,android,P,y,8-30day,2
this,ms,android,N,y,8-30day,2
base,ms,android,S,y,>90day,2
this,md,android,N,y,>90day,2
base,sd,android,N,y,>90day,2
base,tv,android,U,y,>90day,2
base,tv,android,O,y,>90day,2
this,ems,android,Y,y,>90day,2
this,tv,android,T,y,>90day,2
this,si,android,N,y,>90day,2
this,ms,android,W,y,>90day,2
base,tv,android,R,y,>90day,2
this,ms,android,R,y,>90day,2
this,ms,android,S,y,31-90day,2
this,ms,android,E,y,31-90day,2
base,tv,android,S,y,31-90day,2
base,ms,android,E,y,31-90day,2
base,ms,android,s,w,0day,2
base,ms,android,R,w,1-7day,2
this,ms,android,S,w,8-30day,2
base,ms,android,U,w,8-30day,2
base,ms,android,S,w,8-30day,2
this,ms,android,s,w,8-30day,2
this,ms,android,T,w,>90day,2
base,ms,android,R,w,>90day,2
this,tv,android,X,w,>90day,2
base,ms,android,s,w,>90day,2
base,ms,android,U,w,31-90day,2
this,ms,android,R,w,31-90day,2
this,ms,android,H,v,0day,2
base,ms,android,Y,v,1-7day,2
base,tv,android,U,v,8-30day,2
base,ms,android,G,v,8-30day,2
base,ms,android,D,v,>90day,2
this,ms,android,E,v,>90day,2
base,ms,android,H,v,>90day,2
this,ms,android,E,v,31-90day,2
base,ms,android,D,v,31-90day,2
this,ms,android,D,v,31-90day,2
this,ms,android,E,v,31-90day,2
this,ms,android,H,v,31-90day,2
this,ms,android,N,v,31-90day,2
this,ms,android,T,v,31-90day,2
this,si,android,N,u,0day,2
this,ms,android,S,u,0day,2
base,ms,android,U,u,0day,2
base,ms,android,R,u,0day,2
base,tv,android,E,u,0day,2
base,tv,android,T,u,0day,2
this,tv,android,S,u,0day,2
base,ms,android,D,u,0day,2
this,tv,android,E,u,0day,2
base,ms,android,H,u,0day,2
base,ems,android,H,u,0day,2
this,tv,android,E,u,0day,2
this,ms,android,N,u,0day,2
this,ms,android,S,u,1-7day,2
base,ems,android,N,u,1-7day,2
this,ms,android,R,u,1-7day,2
this,ms,android,S,u,1-7day,2
base,ms,android,N,u,1-7day,2
this,tv,android,S,u,1-7day,2
base,ms,android,K,u,1-7day,2
base,tv,android,R,u,1-7day,2
this,ms,android,H,u,1-7day,2
base,tv,android,R,u,1-7day,2
this,ms,android,E,u,8-30day,2
base,ems,android,s,u,8-30day,2
base,tv,android,E,u,8-30day,2
base,ms,android,R,u,8-30day,2
this,ems,android,s,u,8-30day,2
this,tv,android,R,u,8-30day,2
this,ems,android,H,u,>90day,2
this,ms,android,S,u,>90day,2
this,ms,android,E,u,>90day,2
this,tv,android,D,u,>90day,2
base,ems,android,H,u,>90day,2
this,tv,android,E,u,>90day,2
this,ms,android,K,u,>90day,2
base,tv,android,S,u,>90day,2
base,ms,android,D,u,>90day,2
this,ms,android,R,u,>90day,2
this,ms,android,Y,u,>90day,2
this,ms,android,T,u,>90day,2
this,tv,android,N,u,>90day,2
this,ems,android,T,u,>90day,2
base,ems,android,R,u,>90day,2
base,ems,android,R,u,>90day,2
this,ms,android,N,u,>90day,2
base,ms,android,D,u,>90day,2
this,ms,android,Y,u,31-90day,2
this,ms,android,H,u,31-90day,2
base,ms,android,Y,u,31-90day,2
this,ms,android,S,u,31-90day,2
this,ms,android,D,u,31-90day,2
base,ms,android,E,u,31-90day,2
base,ms,android,S,u,31-90day,2
base,ms,android,N,u,31-90day,2
base,ems,android,S,u,31-90day,2
this,tv,android,N,u,31-90day,2
this,ms,android,P,u,31-90day,2
this,tv,android,E,u,31-90day,2
base,ms,android,K,t,0day,2
this,tv,android,s,t,0day,2
base,ms,android,K,t,0day,2
base,tv,android,N,t,0day,2
this,tv,android,E,t,0day,2
this,ms,android,R,t,0day,2
base,tv,android,E,t,0day,2
base,ms,android,s,t,0day,2
this,si,android,N,t,0day,2
base,tv,android,E,t,0day,2
this,ms,android,U,t,0day,2
base,ms,android,U,t,0day,2
base,ms,android,E,t,0day,2
this,tv,android,P,t,0day,2
base,tv,android,P,t,0day,2
base,ms,android,T,t,0day,2
this,tv,android,X,t,0day,2
this,ms,android,U,t,1-7day,2
base,tv,android,O,t,1-7day,2
this,ms,android,E,t,1-7day,2
base,ms,android,H,t,1-7day,2
base,ms,android,s,t,1-7day,2
this,tv,android,O,t,1-7day,2
this,ms,android,H,t,1-7day,2
this,si,android,N,t,1-7day,2
this,ms,android,U,t,1-7day,2
this,ms,android,W,t,1-7day,2
base,ms,android,U,t,1-7day,2
this,tv,android,X,t,1-7day,2
this,tv,android,R,t,1-7day,2
this,ms,android,R,t,1-7day,2
this,tv,android,N,t,1-7day,2
this,ms,android,Y,t,1-7day,2
base,ms,android,G,t,8-30day,2
base,tv,android,E,t,8-30day,2
base,tv,android,R,t,8-30day,2
this,ms,android,D,t,8-30day,2
this,tv,android,U,t,8-30day,2
base,ms,android,E,t,8-30day,2
this,tv,android,R,t,8-30day,2
this,si,android,N,t,8-30day,2
base,ms,android,N,t,8-30day,2
base,ms,android,N,t,8-30day,2
base,ms,android,D,t,>90day,2
this,ms,android,R,t,>90day,2
base,tv,android,U,t,>90day,2
this,ms,android,D,t,>90day,2
base,ms,android,N,t,>90day,2
base,ms,android,R,t,>90day,2
this,ems,android,H,t,>90day,2
base,ms,android,E,t,>90day,2
base,tv,android,R,t,>90day,2
base,ms,android,E,t,>90day,2
base,ms,android,R,t,>90day,2
base,ms,android,E,t,>90day,2
this,tv,android,Y,t,>90day,2
this,si,android,D,t,>90day,2
this,ms,android,H,t,>90day,2
base,ms,android,N,t,>90day,2
this,ms,android,H,t,>90day,2
base,tv,android,D,t,>90day,2
base,ms,android,D,t,31-90day,2
this,tv,android,E,t,31-90day,2
this,ms,android,D,t,31-90day,2
base,tv,android,s,t,31-90day,2
this,tv,android,R,t,31-90day,2
base,ems,android,S,t,31-90day,2
base,ms,android,K,t,31-90day,2
base,ms,android,T,t,31-90day,2
this,ems,android,S,t,31-90day,2
base,ms,android,R,t,31-90day,2
base,ms,android,R,t,31-90day,2
base,ms,android,N,t,31-90day,2
base,tv,android,N,t,31-90day,2
this,ms,android,E,t,31-90day,2
base,tv,android,H,t,31-90day,2
this,ems,android,S,s,0day,2
base,md,android,K,s,0day,2
base,md,android,N,s,0day,2
this,tv,android,D,s,0day,2
base,tv,android,D,s,0day,2
this,ms,android,K,s,0day,2
this,ms,android,H,s,0day,2
this,ms,android,Y,s,0day,2
this,ems,android,S,s,0day,2
base,tv,android,N,s,0day,2
this,ms,android,W,s,0day,2
this,ms,android,N,s,0day,2
base,ms,android,K,s,0day,2
base,tv,android,W,s,0day,2
base,tv,android,s,s,0day,2
this,md,android,Y,s,0day,2
this,ms,android,s,s,0day,2
base,ms,android,E,s,1-7day,2
base,ms,android,T,s,1-7day,2
base,ms,android,U,s,1-7day,2
this,ms,android,U,s,1-7day,2
base,tv,android,P,s,1-7day,2
base,ems,android,S,s,1-7day,2
this,tv,android,N,s,1-7day,2
this,tv,android,P,s,1-7day,2
base,tv,android,E,s,1-7day,2
this,ms,android,H,s,1-7day,2
this,ems,android,S,s,1-7day,2
base,ms,android,R,s,1-7day,2
this,ms,android,D,s,1-7day,2
base,ms,android,K,s,1-7day,2
this,ms,android,H,s,1-7day,2
base,ms,android,R,s,1-7day,2
base,ms,android,E,s,1-7day,2
this,ms,android,N,s,1-7day,2
base,tv,android,s,s,1-7day,2
this,ms,android,Y,s,8-30day,2
base,ems,android,H,s,8-30day,2
this,ms,android,N,s,8-30day,2
this,ems,android,R,s,8-30day,2
this,ms,android,R,s,8-30day,2
base,tv,android,N,s,8-30day,2
this,ms,android,P,s,8-30day,2
this,tv,android,Y,s,8-30day,2
this,tv,android,D,s,8-30day,2
base,ms,android,s,s,8-30day,2
this,tv,android,W,s,8-30day,2
base,tv,android,s,s,8-30day,2
this,md,android,D,s,8-30day,2
this,tv,android,S,s,8-30day,2
base,ms,android,S,s,>90day,2
this,ms,android,S,s,>90day,2
base,ms,android,N,s,>90day,2
this,ms,android,T,s,>90day,2
base,tv,android,s,s,>90day,2
this,ms,android,S,s,>90day,2
this,ms,android,R,s,>90day,2
base,tv,android,E,s,>90day,2
base,ms,android,D,s,>90day,2
this,ms,android,H,s,>90day,2
this,tv,android,H,s,>90day,2
this,tv,android,Y,s,>90day,2
this,ems,android,N,s,>90day,2
base,si,android,s,s,>90day,2
this,tv,android,s,s,>90day,2
base,md,android,W,s,>90day,2
this,ems,android,N,s,31-90day,2
base,ms,android,S,s,31-90day,2
base,ms,android,D,s,31-90day,2
this,ms,android,U,s,31-90day,2
base,ms,android,R,s,31-90day,2
this,ms,android,N,s,31-90day,2
this,tv,android,S,s,31-90day,2
this,ms,android,K,s,31-90day,2
this,tv,android,R,s,31-90day,2
this,tv,android,E,s,31-90day,2
this,tv,android,U,s,31-90day,2
base,ms,android,N,s,31-90day,2
this,si,android,N,s,31-90day,2
base,ms,android,N,s,31-90day,2
this,tv,android,H,s,31-90day,2
base,tv,android,R,r,0day,2
base,si,android,N,r,0day,2
this,tv,android,E,r,0day,2
this,ms,android,P,r,0day,2
this,si,android,D,r,0day,2
base,tv,android,Y,r,0day,2
base,tv,android,D,r,0day,2
this,ms,android,X,r,0day,2
this,si,android,E,r,0day,2
base,ms,android,H,r,0day,2
this,ms,android,R,r,0day,2
this,tv,android,D,r,0day,2
base,ms,android,R,r,0day,2
this,tv,android,E,r,0day,2
this,ms,android,N,r,0day,2
this,ms,android,N,r,0day,2
this,ms,android,R,r,0day,2
base,ms,android,E,r,0day,2
base,ms,android,H,r,0day,2
base,tv,android,O,r,0day,2
base,ms,android,H,r,0day,2
base,tv,android,E,r,0day,2
this,tv,android,s,r,0day,2
this,ms,android,S,r,0day,2
this,tv,android,K,r,0day,2
base,ems,android,N,r,0day,2
base,ms,android,R,r,0day,2
this,ms,android,E,r,0day,2
this,ms,android,U,r,0day,2
this,ms,android,S,r,0day,2
this,ms,android,X,r,0day,2
base,tv,android,S,r,0day,2
this,md,android,D,r,0day,2
base,tv,android,S,r,0day,2
this,tv,android,S,r,0day,2
base,tv,android,E,r,0day,2
this,ms,android,N,r,0day,2
this,md,android,H,r,1-7day,2
this,tv,android,R,r,1-7day,2
base,md,android,D,r,1-7day,2
base,tv,android,D,r,1-7day,2
this,ms,android,P,r,1-7day,2
base,tv,android,W,r,1-7day,2
this,md,android,R,r,1-7day,2
base,ems,android,D,r,1-7day,2
base,ems,android,N,r,1-7day,2
base,ems,android,H,r,1-7day,2
this,tv,android,K,r,1-7day,2
base,tv,android,R,r,1-7day,2
base,tv,android,G,r,1-7day,2
base,ems,android,R,r,1-7day,2
this,ms,android,H,r,1-7day,2
this,ms,android,D,r,1-7day,2
base,tv,android,O,r,1-7day,2
base,ms,android,E,r,1-7day,2
base,ms,android,D,r,1-7day,2
base,tv,android,K,r,1-7day,2
base,tv,android,s,r,1-7day,2
this,ms,android,R,r,1-7day,2
base,ms,android,R,r,1-7day,2
this,ms,android,U,r,1-7day,2
base,ms,android,S,r,1-7day,2
base,ms,android,Y,r,1-7day,2
base,tv,android,O,r,1-7day,2
base,tv,android,N,r,1-7day,2
this,tv,android,N,r,1-7day,2
base,ems,android,D,r,1-7day,2
this,ems,android,W,r,8-30day,2
this,ems,android,O,r,8-30day,2
this,ems,android,S,r,8-30day,2
this,tv,android,O,r,8-30day,2
base,tv,android,Y,r,8-30day,2
this,tv,android,K,r,8-30day,2
this,ems,android,R,r,8-30day,2
base,tv,android,N,r,8-30day,2
base,tv,android,T,r,8-30day,2
this,ms,android,R,r,8-30day,2
base,tv,android,s,r,8-30day,2
this,ms,android,S,r,8-30day,2
this,ms,android,H,r,8-30day,2
this,ms,android,S,r,8-30day,2
this,tv,android,R,r,8-30day,2
base,ms,android,K,r,8-30day,2
base,ms,android,D,r,8-30day,2
this,ms,android,R,r,8-30day,2
this,ms,android,H,r,8-30day,2
this,si,android,N,r,>90day,2
this,tv,android,N,r,>90day,2
base,tv,android,N,r,>90day,2
this,ems,android,T,r,>90day,2
this,tv,android,N,r,>90day,2
this,ems,android,D,r,>90day,2
this,ems,android,H,r,>90day,2
base,tv,android,H,r,>90day,2
base,tv,android,G,r,>90day,2
this,ems,android,T,r,>90day,2
this,tv,android,G,r,>90day,2
base,ms,android,R,r,>90day,2
this,tv,android,S,r,>90day,2
this,tv,android,D,r,>90day,2
this,ems,android,H,r,>90day,2
this,ems,android,K,r,>90day,2
base,ms,android,N,r,>90day,2
base,ms,android,Y,r,>90day,2
this,ems,android,K,r,>90day,2
this,md,android,D,r,>90day,2
base,ms,android,Y,r,>90day,2
base,ems,android,E,r,>90day,2
this,ms,android,Y,r,>90day,2
this,ms,android,T,r,>90day,2
base,ms,android,T,r,>90day,2
this,ms,android,H,r,>90day,2
base,ms,android,N,r,>90day,2
base,ms,android,N,r,>90day,2
base,ms,android,K,r,>90day,2
this,tv,android,R,r,>90day,2
this,tv,android,Y,r,>90day,2
base,tv,android,R,r,>90day,2
this,tv,android,X,r,>90day,2
this,md,android,N,r,>90day,2
base,ms,android,P,r,>90day,2
base,ems,android,E,r,>90day,2
this,ms,android,S,r,>90day,2
this,ms,android,H,r,31-90day,2
this,tv,android,X,r,31-90day,2
base,md,android,S,r,31-90day,2
base,md,android,U,r,31-90day,2
this,ems,android,R,r,31-90day,2
base,md,android,H,r,31-90day,2
this,ms,android,X,r,31-90day,2
base,tv,android,R,r,31-90day,2
base,ms,android,N,r,31-90day,2
this,ems,android,N,r,31-90day,2
base,ms,android,P,r,31-90day,2
this,tv,android,T,r,31-90day,2
base,tv,android,T,r,31-90day,2
this,ems,android,R,r,31-90day,2
this,tv,android,G,r,31-90day,2
this,ms,android,E,r,31-90day,2
this,ems,android,N,r,31-90day,2
this,ms,android,U,r,31-90day,2
base,tv,android,s,r,31-90day,2
base,ms,android,K,r,31-90day,2
base,ms,android,Y,r,31-90day,2
base,ems,android,E,r,31-90day,2
base,ms,android,R,r,31-90day,2
this,ms,android,Y,r,31-90day,2
base,ems,android,S,r,31-90day,2
base,ms,android,D,r,31-90day,2
this,ms,android,H,r,31-90day,2
this,ms,android,S,q,0day,2
base,ms,android,S,q,1-7day,2
this,ms,android,R,q,>90day,2
this,ems,android,s,q,>90day,2
this,tv,android,E,q,31-90day,2
this,ms,android,H,o,0day,2
base,ms,android,S,o,0day,2
base,tv,android,U,o,0day,2
this,ms,android,D,o,1-7day,2
this,ms,android,O,o,1-7day,2
base,ms,android,R,o,1-7day,2
base,ms,android,D,o,1-7day,2
base,ms,android,R,o,1-7day,2
base,tv,android,U,o,1-7day,2
base,ms,android,W,o,1-7day,2
base,ms,android,K,o,8-30day,2
base,tv,android,S,o,8-30day,2
base,ms,android,D,o,>90day,2
this,tv,android,K,o,>90day,2
base,tv,android,K,o,>90day,2
this,tv,android,H,o,>90day,2
this,ms,android,H,o,>90day,2
this,tv,android,E,o,>90day,2
this,tv,android,Y,o,>90day,2
this,ms,android,S,o,>90day,2
base,ms,android,E,o,>90day,2
this,ms,android,E,o,>90day,2
base,ms,android,T,o,>90day,2
this,si,android,s,o,>90day,2
base,tv,android,R,o,>90day,2
base,tv,android,H,o,>90day,2
base,ems,android,R,o,>90day,2
this,ems,android,H,o,>90day,2
this,tv,android,H,o,>90day,2
base,ms,android,s,o,>90day,2
base,ms,android,R,o,>90day,2
this,tv,android,D,o,31-90day,2
this,ems,android,H,o,31-90day,2
base,ms,android,E,o,31-90day,2
this,tv,android,R,o,31-90day,2
this,ms,android,E,o,31-90day,2
this,ems,android,s,o,31-90day,2
base,ms,android,N,o,31-90day,2
this,tv,android,H,o,31-90day,2
this,ms,android,N,o,31-90day,2
base,ms,android,Y,o,31-90day,2
this,tv,android,S,o,31-90day,2
this,tv,android,Y,n,0day,2
base,tv,android,E,n,0day,2
base,tv,android,Y,n,0day,2
this,tv,android,E,n,0day,2
base,md,android,s,n,0day,2
this,md,android,X,n,0day,2
base,md,android,U,n,0day,2
this,tv,android,R,n,0day,2
base,sd,android,N,n,0day,2
this,md,android,s,n,0day,2
this,md,android,H,n,0day,2
base,ems,android,R,n,0day,2
this,ems,android,W,n,0day,2
base,md,android,H,n,0day,2
base,tv,android,N,n,0day,2
this,sd,android,N,n,0day,2
this,ems,android,U,n,0day,2
this,tv,android,N,n,0day,2
this,md,android,W,n,0day,2
base,tv,android,R,n,0day,2
base,ms,android,R,n,0day,2
this,tv,android,P,n,0day,2
this,tv,android,E,n,0day,2
base,tv,android,H,n,0day,2
base,md,android,W,n,0day,2
this,md,android,H,n,0day,2
this,tv,android,R,n,0day,2
base,ems,android,S,n,0day,2
base,ms,android,E,n,0day,2
base,ms,android,D,n,0day,2
this,ms,android,R,n,0day,2
this,tv,android,P,n,1-7day,2
this,ms,android,D,n,1-7day,2
base,ms,android,T,n,1-7day,2
base,ms,android,P,n,1-7day,2
base,tv,android,S,n,1-7day,2
this,md,android,H,n,1-7day,2
base,ems,android,R,n,1-7day,2
this,si,android,E,n,1-7day,2
this,ems,android,X,n,1-7day,2
base,si,android,s,n,1-7day,2
this,ems,android,T,n,1-7day,2
this,si,android,D,n,1-7day,2
base,si,android,R,n,1-7day,2
this,sd,android,E,n,1-7day,2
this,tv,android,E,n,1-7day,2
this,tv,android,R,n,1-7day,2
base,ms,android,R,n,1-7day,2
this,ms,android,T,n,1-7day,2
base,tv,android,R,n,1-7day,2
this,tv,android,N,n,1-7day,2
base,ms,android,S,n,1-7day,2
base,md,android,N,n,1-7day,2
base,ms,android,s,n,8-30day,2
base,tv,android,E,n,8-30day,2
this,sd,android,N,n,8-30day,2
this,si,android,K,n,8-30day,2
this,si,android,D,n,8-30day,2
base,si,android,E,n,8-30day,2
base,ems,android,R,n,8-30day,2
base,si,android,E,n,8-30day,2
this,ems,android,S,n,8-30day,2
this,ems,android,H,n,8-30day,2
this,tv,android,G,n,8-30day,2
base,tv,android,E,n,8-30day,2
this,tv,android,R,n,8-30day,2
this,md,android,N,n,8-30day,2
base,md,android,R,n,8-30day,2
this,tv,android,s,n,>90day,2
this,ms,android,E,n,>90day,2
this,ms,android,U,n,>90day,2
base,ms,android,X,n,>90day,2
this,si,android,D,n,>90day,2
this,tv,android,H,n,>90day,2
this,ms,android,R,n,>90day,2
base,tv,android,U,n,>90day,2
this,sd,android,D,n,>90day,2
base,ms,android,R,n,>90day,2
this,si,android,H,n,>90day,2
this,ems,android,S,n,>90day,2
base,si,android,H,n,>90day,2
this,sd,android,H,n,>90day,2
base,ems,android,O,n,>90day,2
this,md,android,N,n,>90day,2
base,si,android,D,n,>90day,2
base,tv,android,X,n,>90day,2
this,ems,android,H,n,>90day,2
base,si,android,E,n,>90day,2
this,md,android,R,n,>90day,2
base,ms,android,G,n,>90day,2
base,si,android,Y,n,>90day,2
this,tv,android,N,n,>90day,2
this,si,android,N,n,>90day,2
this,tv,android,Y,n,>90day,2
this,tv,android,H,n,>90day,2
base,ems,android,K,n,>90day,2
base,si,android,s,n,>90day,2
base,tv,android,s,n,>90day,2
this,tv,android,U,n,>90day,2
base,tv,android,D,n,>90day,2
base,ms,android,S,n,>90day,2
base,ms,android,R,n,31-90day,2
this,ms,android,R,n,31-90day,2
this,ms,android,P,n,31-90day,2
base,ms,android,E,n,31-90day,2
base,ms,android,H,n,31-90day,2
this,ms,android,H,n,31-90day,2
this,ems,android,P,n,31-90day,2
base,si,android,S,n,31-90day,2
base,si,android,K,n,31-90day,2
this,md,android,R,n,31-90day,2
base,si,android,R,n,31-90day,2
this,md,android,R,n,31-90day,2
this,sd,android,U,n,31-90day,2
base,si,android,K,n,31-90day,2
base,si,android,D,n,31-90day,2
base,ems,android,R,n,31-90day,2
this,si,android,S,n,31-90day,2
this,tv,android,E,n,31-90day,2
base,ems,android,H,n,31-90day,2
this,tv,android,N,n,31-90day,2
this,md,android,E,n,31-90day,2
this,ms,android,D,n,31-90day,2
this,ems,android,T,n,31-90day,2
this,ms,android,N,n,31-90day,2
base,ms,android,K,n,31-90day,2
this,ems,android,K,n,31-90day,2
this,ms,android,H,n,31-90day,2
this,ms,android,S,n,31-90day,2
this,ms,android,R,n,31-90day,2
base,ms,android,s,m,0day,2
this,ms,android,s,m,0day,2
this,ms,android,s,m,0day,2
this,tv,android,H,m,8-30day,2
base,ms,android,R,m,8-30day,2
this,ms,android,E,m,8-30day,2
this,ms,android,E,m,>90day,2
base,ms,android,E,m,>90day,2
this,ms,android,s,m,>90day,2
base,ms,android,S,m,31-90day,2
base,ms,android,E,m,31-90day,2
this,tv,android,H,m,31-90day,2
this,ms,android,E,m,31-90day,2
this,ms,android,E,l,0day,2
base,ms,android,S,l,0day,2
base,ms,android,U,l,0day,2
this,tv,android,S,l,0day,2
base,tv,android,S,l,0day,2
base,ms,android,H,l,1-7day,2
this,ms,android,E,l,1-7day,2
base,ms,android,E,l,1-7day,2
this,ms,android,R,l,1-7day,2
base,ms,android,U,l,1-7day,2
base,ms,android,R,l,1-7day,2
this,ms,android,O,l,1-7day,2
base,ms,android,E,l,1-7day,2
this,ms,android,S,l,1-7day,2
base,tv,android,R,l,1-7day,2
this,ms,android,R,l,1-7day,2
this,ms,android,T,l,1-7day,2
base,ms,android,S,l,1-7day,2
base,tv,android,s,l,1-7day,2
base,ms,android,S,l,1-7day,2
base,tv,android,s,l,8-30day,2
base,ms,android,T,l,8-30day,2
this,ms,android,E,l,8-30day,2
base,ms,android,O,l,8-30day,2
base,tv,android,O,l,8-30day,2
this,ms,android,X,l,8-30day,2
base,tv,android,N,l,8-30day,2
base,ms,android,S,l,8-30day,2
base,tv,android,E,l,8-30day,2
this,ms,android,S,l,8-30day,2
this,ms,android,R,l,8-30day,2
this,ms,android,E,l,8-30day,2
this,tv,android,s,l,8-30day,2
this,ms,android,P,l,>90day,2
base,tv,android,E,l,>90day,2
this,ms,android,U,l,>90day,2
this,ms,android,T,l,>90day,2
this,tv,android,E,l,>90day,2
base,ms,android,E,l,>90day,2
this,ms,android,S,l,>90day,2
base,ms,android,R,l,>90day,2
this,ms,android,O,l,>90day,2
this,ms,android,X,l,>90day,2
base,si,android,D,l,>90day,2
this,si,android,D,l,>90day,2
base,tv,android,s,l,>90day,2
this,ms,android,s,l,>90day,2
this,ms,android,E,l,>90day,2
base,ms,android,E,l,>90day,2
base,ms,android,N,l,>90day,2
this,tv,android,s,l,>90day,2
this,ms,android,E,l,>90day,2
base,ms,android,N,l,>90day,2
base,ms,android,R,l,31-90day,2
this,ms,android,H,l,31-90day,2
this,ms,android,E,l,31-90day,2
base,ms,android,X,l,31-90day,2
base,ms,android,E,l,31-90day,2
this,ms,android,S,l,31-90day,2
this,tv,android,H,l,31-90day,2
base,ems,android,H,l,31-90day,2
this,ms,android,U,l,31-90day,2
base,ms,android,U,l,31-90day,2
base,ms,android,s,k,0day,2
base,ms,android,S,k,0day,2
base,ms,android,E,k,0day,2
this,ms,android,E,k,0day,2
base,ms,android,R,k,0day,2
this,tv,android,E,k,0day,2
base,ms,android,R,k,0day,2
base,ms,android,s,k,1-7day,2
base,tv,android,s,k,1-7day,2
base,ms,android,E,k,1-7day,2
base,ms,android,R,k,1-7day,2
this,ms,android,R,k,1-7day,2
base,tv,android,s,k,8-30day,2
this,ms,android,E,k,8-30day,2
this,tv,android,S,k,8-30day,2
base,ms,android,S,k,8-30day,2
this,ms,android,s,k,8-30day,2
base,tv,android,T,k,>90day,2
base,ms,android,E,k,>90day,2
this,ems,android,U,k,>90day,2
this,ms,android,s,k,31-90day,2
this,ems,android,U,k,31-90day,2
base,ms,android,R,k,31-90day,2
this,ms,android,R,k,31-90day,2
this,ems,android,N,j,1-7day,2
this,ms,android,D,j,>90day,2
base,ms,android,S,j,>90day,2
this,ms,android,Y,j,>90day,2
base,ems,android,N,j,>90day,2
base,tv,android,E,i,0day,2
base,sd,android,N,i,0day,2
base,ems,android,D,i,0day,2
this,tv,android,s,i,0day,2
base,ms,android,S,i,0day,2
